Country,Year,Water Source Type,pH Level,Dissolved Oxygen ,Diarrhea,Typhoid,Rainfall
Indonesia,2019,Spring,6.7,6.7,97.47,32,44.08
USA,2010,Tap,7.18,5.56,85.56,40,39.19
Indonesia,2024,Tap,8.12,3.01,38.55,39,39.53
Mexico,2024,Spring,6.84,7.06,94.92,0,82.54
Indonesia,2001,River,7.31,8.71,44.78,41,95.84
Bangladesh,2009,River,7.7,3.26,35.94,16,67.66
Pakistan,2009,River,7.89,3.02,67.91,49,32.59
China,2010,Pond,6.43,8.09,81.56,15,25.23
Ethiopia,2005,River,7.41,7.79,80.12,1,39.13
Brazil,2003,Tap,8.28,5.84,67.38,48,34.22
Bangladesh,2023,Well,8.42,7.63,64.49,3,66.28
Indonesia,2011,Spring,7.64,9.67,97.87,31,75.83
Nigeria,2010,Well,8.46,4.74,87.44,6,20.37
China,2022,Pond,7.43,4.72,78.9,28,55.17
Bangladesh,2022,Well,7.11,4.3,43.66,8,69.84
Brazil,2024,Lake,7.38,8.07,87.38,34,35.43
Pakistan,2012,River,6.29,5.47,82.48,4,92.08
China,2004,Pond,7,9.92,99.44,49,63.92
Brazil,2005,Tap,7.15,8,39.31,20,47.63
Mexico,2000,River,8.12,5.57,80.07,16,21.49
Mexico,2005,River,7.9,4.04,98.54,38,58.74
Brazil,2017,Well,7.5,7.14,62.38,13,46.88
Bangladesh,2021,Lake,6.87,5.06,81.34,31,97.56
China,2008,River,6.47,9.34,98.28,14,50.3
Bangladesh,2023,Spring,6.87,6.09,68.32,20,93.68
India,2024,Spring,7.7,5.05,78.93,13,74.88
Indonesia,2014,River,6.66,7.12,31.41,40,25.92
India,2007,Well,7.07,3.96,66.38,15,94.62
Mexico,2018,Well,6.97,6.93,47.91,0,33.48
Pakistan,2023,Tap,7.91,3.39,39.19,39,55.84
USA,2015,Pond,8.21,7.25,79.6,17,93.84
Indonesia,2005,Pond,7.75,6.71,32.74,33,86.28
Mexico,2005,Pond,6.85,6.65,93.34,25,59.01
Bangladesh,2021,Lake,7.08,7.79,66.24,35,36.55
Bangladesh,2002,Well,6.36,3.31,75.38,20,60.74
Bangladesh,2009,Tap,6.42,6.22,47.74,0,63.81
Pakistan,2000,Spring,6.41,6.11,42.75,26,99.75
India,2013,Pond,6.33,6.22,47.06,10,85.92
USA,2003,Spring,6.45,9.86,46.26,37,88.91
Bangladesh,2011,Spring,6.51,3.97,90.52,13,98.89
Ethiopia,2005,River,6.28,7.83,85.11,27,61.87
Indonesia,2010,Lake,7.6,5.81,89.69,26,66.82
China,2011,Tap,8.48,6.58,81.44,21,56.36
Ethiopia,2009,Lake,8.2,8.34,75.05,20,30.04
USA,2017,River,6.11,4.1,66.95,23,62.02
Pakistan,2006,Tap,7.06,8.35,48.58,18,66.61
USA,2006,Tap,8.15,3.49,79.38,23,38.98
China,2010,Well,6.34,6.38,39.56,25,82.63
Indonesia,2003,Lake,8.12,8.19,65.77,24,29.96
China,2019,Lake,7.48,4.35,43.67,44,60.16
Brazil,2000,Well,8.33,8.4,65.33,43,73.02
Indonesia,2012,Spring,8.19,4.17,50.57,28,24.39
USA,2017,River,7.69,8.59,33.74,9,84.32
Bangladesh,2008,Lake,7.64,6.28,65.26,10,44.33
USA,2023,Well,6.53,7.79,42.73,23,77.42
USA,2023,Tap,6.29,9.42,41.28,23,28.66
Indonesia,2008,Pond,7.04,5.86,56.91,11,69.62
Brazil,2022,Well,6.47,4.63,55.33,6,64.58
USA,2008,Pond,6.26,9.07,90.69,39,32
Ethiopia,2009,Spring,6.76,4.13,69.52,16,69.98
Mexico,2001,River,8.15,7.42,89.82,34,75.31
Nigeria,2005,Pond,6.04,9.46,40.28,5,59.88
Nigeria,2014,Spring,6.73,7.72,55.01,11,66.29
USA,2002,Pond,7.06,4.37,68.87,14,90.99
Ethiopia,2010,Tap,7.28,4.07,40.72,31,75.82
Bangladesh,2005,Tap,6.45,4.77,38.96,22,92.48
Pakistan,2002,Tap,8.41,5.74,76.3,6,64.19
Pakistan,2023,Tap,7.45,4.11,75.77,37,33.99
Indonesia,2010,Well,7.31,8.58,46.39,30,39.7
Nigeria,2014,Tap,6.02,5.5,45.9,28,34.11
USA,2012,Tap,7.21,9.55,82.18,43,46.82
Pakistan,2019,Well,8.09,8.9,38.19,27,58.2
USA,2009,Tap,6.55,9.36,94.63,11,40.47
Indonesia,2005,Spring,6.88,5.06,96.06,26,58.05
Nigeria,2014,Spring,6.05,7.02,90.97,3,49.15
China,2024,Lake,8.44,5.25,44.75,20,64.43
Mexico,2017,Spring,6.17,4.8,31.18,8,54.28
Mexico,2017,River,8.25,7.25,95.57,48,54.73
Pakistan,2006,River,6.78,8.73,54.08,33,59.25
Mexico,2014,River,7.47,3.66,51.73,36,99.03
China,2017,Well,7.7,4.93,48.32,20,64.52
USA,2017,Spring,6.35,4.44,47.12,22,77.87
Indonesia,2019,River,7.11,8.59,81.42,23,53.34
China,2008,Lake,6.81,9.53,93.55,9,46.07
Indonesia,2023,Well,6.14,3.56,85.02,37,93.33
Indonesia,2001,Lake,8.08,5.65,77.19,5,79.39
Nigeria,2007,Spring,6.11,9.4,50.14,20,66.59
USA,2019,Tap,7.63,5.41,68.29,36,46.91
Ethiopia,2001,Lake,6.79,7.99,46.59,28,40.63
Mexico,2010,Tap,6.48,3.7,37.81,39,40.17
Ethiopia,2006,Well,7.67,6.11,38.42,20,60.3
Nigeria,2005,Lake,7.44,6.52,72.26,21,89.99
Indonesia,2009,Lake,6.79,8.3,32.69,34,90.48
Pakistan,2004,Pond,7.28,5.02,98.13,45,79.6
Mexico,2010,Well,6.62,4.85,99.68,4,63.4
Mexico,2000,Well,8.16,5.12,40.46,14,38.79
USA,2001,River,6.78,6.89,59.91,40,58.31
Brazil,2023,Spring,6.61,9.13,83.77,46,75.58
India,2000,Lake,7.88,8.82,96.85,18,67.6
India,2018,Lake,6.04,3.41,92.39,15,61.12
India,2001,Well,6.67,9.15,47.83,39,54.26
Brazil,2020,Well,6.94,3.67,35.96,46,80.2
USA,2019,Spring,8.21,5.91,50.21,42,87.38
Brazil,2022,Well,8.38,8.36,60.61,22,77.83
India,2020,Tap,7.79,3.57,55.2,3,95.03
Nigeria,2023,Tap,7.23,3.28,84.17,20,82.39
China,2003,Pond,7.6,5.31,48.05,23,56.05
Indonesia,2011,Tap,7.04,8.11,90.1,41,69.34
Brazil,2021,Tap,6.75,6.65,45.79,25,60.35
USA,2019,Spring,8.38,5.92,55.29,41,63.71
USA,2017,Lake,6.29,8.69,61.35,1,91.66
Ethiopia,2000,Tap,6.87,8.37,50.39,39,44.07
China,2000,Pond,8.25,8.5,83.65,7,21.05
Pakistan,2023,Well,7.81,6.22,58.67,8,75.65
Mexico,2013,Tap,6.07,3.14,92.09,1,34.48
India,2003,Pond,6.06,4.2,97.45,13,32.34
Pakistan,2004,Spring,7.29,8.19,90.19,19,99.4
Ethiopia,2010,Well,7.21,8.27,66.58,1,41.34
India,2023,Pond,7.11,9.81,65.69,3,36.3
China,2022,Tap,6.76,4.33,45.11,34,35.28
Ethiopia,2012,Lake,8.47,3.86,71.46,13,52.99
India,2015,Well,6.68,3.97,96.69,20,52.75
China,2023,Well,7.23,4.29,35.64,47,70.6
Bangladesh,2012,Lake,7.01,6.7,82.67,14,28.29
Pakistan,2023,Well,6.43,9.83,90.87,38,70.84
Pakistan,2021,Tap,6.51,7.13,99.07,49,56.29
Mexico,2001,Well,8.3,6.66,53.43,19,36.61
China,2015,Tap,8.15,7.71,54.89,5,82.26
Brazil,2005,Lake,6.5,3.52,46.08,27,57.93
Bangladesh,2013,River,8.19,8.71,85.23,47,77.36
Nigeria,2000,Lake,6.52,7.53,39.8,42,93.65
India,2016,Tap,7.57,4.2,48.74,1,48.27
Bangladesh,2010,Spring,6.2,7.42,50.67,27,91.83
China,2018,Lake,8.2,7.17,56.25,33,36.03
Indonesia,2002,Spring,6.13,3.45,59.52,13,37.77
India,2010,Spring,7.39,4.87,69.13,8,73.1
USA,2004,Tap,7.95,5.74,96.39,22,28.21
Pakistan,2016,Tap,6.29,4.71,47.31,43,56.38
China,2021,River,7.01,4.7,84.55,34,37.11
USA,2006,Pond,6.1,7.01,77.35,21,65.67
Mexico,2009,Well,7.71,6.3,38.12,4,84.55
Ethiopia,2010,Lake,6.77,7.67,86.73,40,23.39
Nigeria,2002,Tap,7.4,9.69,36.34,28,53.06
Nigeria,2019,Lake,8.33,7.62,81.72,34,78.45
USA,2009,Pond,6.76,7.07,80.11,49,47.38
Pakistan,2009,Pond,6.12,8.93,78.26,33,23.34
Mexico,2013,Spring,7.69,7.42,49.37,3,67.31
